StationNumber,Station,Latitude,Longitude,TotalMeasurements,UniqueVariables,UniqueSamples,UniqueProjects,DateRangeStart,DateRangeEnd,YearsOfData,VariableList,CoverageLevel,VariableDiversityPct
AB05BL0210,"HIGHWOOD RIVER, D/S OF HIGH RIVER AT BEND IN BACK ROAD TO HIGH RIVER",50.60126,-113.85801,2207,62,41,1,1/12/2021 11:40,9/9/2021 8:55,4,"ALGAE COVER, ALKALINITY PHENOLPHTHALEIN CACO3, ALKALINITY TOTAL CACO3, AMMONIA TOTAL, BICARBONATE (CALCD.), CALCIUM DISSOLVED/FILTERED, CARBON DISSOLVED ORGANIC (DOC), CARBON TOTAL ORGANIC (TOC), CARBONATE (CALCD.), CHLORIDE DISSOLVED, CHLOROPHYLL A, CLOUD COVER, COLIFORMS FECAL, COLOUR (VISUAL) AT SITE, COLOUR TRUE, ESCHERICHIA COLI, FLOW, ESTIMATE, FOAM (VISUAL) AT SITE, HARDNESS TOTAL CACO3 (CALCD.), HYDROGEN-2 (DEUTERIUM) IN WATER, HYDROXIDE (CALCD.), ICE COVER, ICE THICKNESS, ESTIMATE, IONIC BALANCE DIFFERENCE ABSOLUTE VALUE (CALCD.), IRON DISSOLVED, MACROPHYTE COVER, MAGNESIUM DISSOLVED/FILTERED, MANGANESE DISSOLVED, NITROGEN DISSOLVED KJELDAHL (DKN), NITROGEN NITRATE, NITROGEN NITRITE, NITROGEN NO3 & NO2, NITROGEN TOTAL (CALCD.), NITROGEN TOTAL KJELDAHL (TKN), ODOUR APPARENT IN SAMPLE, OXYGEN DISSOLVED (FIELD METER), OXYGEN-18 IN WATER, PH (FIELD), PH (LAB), PHOSPHATE DISSOLVED ORTHO, PHOSPHORUS TOTAL (P), PHOSPHORUS TOTAL DISSOLVED, POTASSIUM DISSOLVED/FILTERED, REDOX POTENTIAL, RESIDUE FILTERABLE, RESIDUE NONFILTERABLE, SAMPLING DISTANCE FROM LEFT BANK, SNOW COVER IN IMMEDIATE AREA, SNOW COVER ON ICE, SNOW DEPTH ON ICE, ESTIMATE, SODIUM DISSOLVED/FILTERED, SPECIFIC CONDUCTANCE (FIELD), SPECIFIC CONDUCTANCE (LAB), SULPHATE DISSOLVED, SUM OF ANIONS, SUM OF CATIONS, TEMPERATURE AIR, TEMPERATURE WATER, TOTAL DISSOLVED SOLIDS (CALCD.), TURBIDITY, TURBIDITY (VISUAL) AT SITE, WATER DEPTH, ESTIMATE",Comprehensive (12+ vars),75.60975609756098
AB05BK0070,"FISH CREEK, #8 NEAR THE MOUTH NE 1/4-25-22-1-W5",50.90524,-114.01095,2193,62,41,1,1/11/2022 13:55,9/9/2021 12:50,4,"ALGAE COVER, ALKALINITY PHENOLPHTHALEIN CACO3, ALKALINITY TOTAL CACO3, AMMONIA TOTAL, BICARBONATE (CALCD.), CALCIUM DISSOLVED/FILTERED, CARBON DISSOLVED ORGANIC (DOC), CARBON TOTAL ORGANIC (TOC), CARBONATE (CALCD.), CHLORIDE DISSOLVED, CHLOROPHYLL A, CLOUD COVER, COLIFORMS FECAL, COLOUR (VISUAL) AT SITE, COLOUR TRUE, ESCHERICHIA COLI, FLOW, ESTIMATE, FOAM (VISUAL) AT SITE, HARDNESS TOTAL CACO3 (CALCD.), HYDROGEN-2 (DEUTERIUM) IN WATER, HYDROXIDE (CALCD.), ICE COVER, ICE THICKNESS, ESTIMATE, IONIC BALANCE DIFFERENCE ABSOLUTE VALUE (CALCD.), IRON DISSOLVED, MACROPHYTE COVER, MAGNESIUM DISSOLVED/FILTERED, MANGANESE DISSOLVED, NITROGEN DISSOLVED KJELDAHL (DKN), NITROGEN NITRATE, NITROGEN NITRITE, NITROGEN NO3 & NO2, NITROGEN TOTAL (CALCD.), NITROGEN TOTAL KJELDAHL (TKN), ODOUR APPARENT IN SAMPLE, OXYGEN DISSOLVED (FIELD METER), OXYGEN-18 IN WATER, PH (FIELD), PH (LAB), PHOSPHATE DISSOLVED ORTHO, PHOSPHORUS TOTAL (P), PHOSPHORUS TOTAL DISSOLVED, POTASSIUM DISSOLVED/FILTERED, REDOX POTENTIAL, RESIDUE FILTERABLE, RESIDUE NONFILTERABLE, SAMPLING DISTANCE FROM LEFT BANK, SNOW COVER IN IMMEDIATE AREA, SNOW COVER ON ICE, SNOW DEPTH ON ICE, ESTIMATE, SODIUM DISSOLVED/FILTERED, SPECIFIC CONDUCTANCE (FIELD), SPECIFIC CONDUCTANCE (LAB), SULPHATE DISSOLVED, SUM OF ANIONS, SUM OF CATIONS, TEMPERATURE AIR, TEMPERATURE WATER, TOTAL DISSOLVED SOLIDS (CALCD.), TURBIDITY, TURBIDITY (VISUAL) AT SITE, WATER DEPTH, ESTIMATE",Comprehensive (12+ vars),75.60975609756098
AB05BL0490,"HIGHWOOD RIVER, AT HWY 552",50.78231,-113.82586,2187,62,41,1,1/12/2021 12:30,9/9/2021 9:50,4,"ALGAE COVER, ALKALINITY PHENOLPHTHALEIN CACO3, ALKALINITY TOTAL CACO3, AMMONIA TOTAL, BICARBONATE (CALCD.), CALCIUM DISSOLVED/FILTERED, CARBON DISSOLVED ORGANIC (DOC), CARBON TOTAL ORGANIC (TOC), CARBONATE (CALCD.), CHLORIDE DISSOLVED, CHLOROPHYLL A, CLOUD COVER, COLIFORMS FECAL, COLOUR (VISUAL) AT SITE, COLOUR TRUE, ESCHERICHIA COLI, FLOW, ESTIMATE, FOAM (VISUAL) AT SITE, HARDNESS TOTAL CACO3 (CALCD.), HYDROGEN-2 (DEUTERIUM) IN WATER, HYDROXIDE (CALCD.), ICE COVER, ICE THICKNESS, ESTIMATE, IONIC BALANCE DIFFERENCE ABSOLUTE VALUE (CALCD.), IRON DISSOLVED, MACROPHYTE COVER, MAGNESIUM DISSOLVED/FILTERED, MANGANESE DISSOLVED, NITROGEN DISSOLVED KJELDAHL (DKN), NITROGEN NITRATE, NITROGEN NITRITE, NITROGEN NO3 & NO2, NITROGEN TOTAL (CALCD.), NITROGEN TOTAL KJELDAHL (TKN), ODOUR APPARENT IN SAMPLE, OXYGEN DISSOLVED (FIELD METER), OXYGEN-18 IN WATER, PH (FIELD), PH (LAB), PHOSPHATE DISSOLVED ORTHO, PHOSPHORUS TOTAL (P), PHOSPHORUS TOTAL DISSOLVED, POTASSIUM DISSOLVED/FILTERED, REDOX POTENTIAL, RESIDUE FILTERABLE, RESIDUE NONFILTERABLE, SAMPLING DISTANCE FROM LEFT BANK, SNOW COVER IN IMMEDIATE AREA, SNOW COVER ON ICE, SNOW DEPTH ON ICE, ESTIMATE, SODIUM DISSOLVED/FILTERED, SPECIFIC CONDUCTANCE (FIELD), SPECIFIC CONDUCTANCE (LAB), SULPHATE DISSOLVED, SUM OF ANIONS, SUM OF CATIONS, TEMPERATURE AIR, TEMPERATURE WATER, TOTAL DISSOLVED SOLIDS (CALCD.), TURBIDITY, TURBIDITY (VISUAL) AT SITE, WATER DEPTH, ESTIMATE",Comprehensive (12+ vars),75.60975609756098
AB05BL0470,"SHEEP RIVER, 1.6 KM D/S OF HWY 2",50.71595,-113.86003,2184,62,41,1,1/11/2022 9:46,9/9/2021 9:00,4,"ALGAE COVER, ALKALINITY PHENOLPHTHALEIN CACO3, ALKALINITY TOTAL CACO3, AMMONIA TOTAL, BICARBONATE (CALCD.), CALCIUM DISSOLVED/FILTERED, CARBON DISSOLVED ORGANIC (DOC), CARBON TOTAL ORGANIC (TOC), CARBONATE (CALCD.), CHLORIDE DISSOLVED, CHLOROPHYLL A, CLOUD COVER, COLIFORMS FECAL, COLOUR (VISUAL) AT SITE, COLOUR TRUE, ESCHERICHIA COLI, FLOW, ESTIMATE, FOAM (VISUAL) AT SITE, HARDNESS TOTAL CACO3 (CALCD.), HYDROGEN-2 (DEUTERIUM) IN WATER, HYDROXIDE (CALCD.), ICE COVER, ICE THICKNESS, ESTIMATE, IONIC BALANCE DIFFERENCE ABSOLUTE VALUE (CALCD.), IRON DISSOLVED, MACROPHYTE COVER, MAGNESIUM DISSOLVED/FILTERED, MANGANESE DISSOLVED, NITROGEN DISSOLVED KJELDAHL (DKN), NITROGEN NITRATE, NITROGEN NITRITE, NITROGEN NO3 & NO2, NITROGEN TOTAL (CALCD.), NITROGEN TOTAL KJELDAHL (TKN), ODOUR APPARENT IN SAMPLE, OXYGEN DISSOLVED (FIELD METER), OXYGEN-18 IN WATER, PH (FIELD), PH (LAB), PHOSPHATE DISSOLVED ORTHO, PHOSPHORUS TOTAL (P), PHOSPHORUS TOTAL DISSOLVED, POTASSIUM DISSOLVED/FILTERED, REDOX POTENTIAL, RESIDUE FILTERABLE, RESIDUE NONFILTERABLE, SAMPLING DISTANCE FROM LEFT BANK, SNOW COVER IN IMMEDIATE AREA, SNOW COVER ON ICE, SNOW DEPTH ON ICE, ESTIMATE, SODIUM DISSOLVED/FILTERED, SPECIFIC CONDUCTANCE (FIELD), SPECIFIC CONDUCTANCE (LAB), SULPHATE DISSOLVED, SUM OF ANIONS, SUM OF CATIONS, TEMPERATURE AIR, TEMPERATURE WATER, TOTAL DISSOLVED SOLIDS (CALCD.), TURBIDITY, TURBIDITY (VISUAL) AT SITE, WATER DEPTH, ESTIMATE",Comprehensive (12+ vars),75.60975609756098
AB05BG0090,"GHOST RIVER, ABOVE CONFLUENCE WITH WAIPAROUS CREEK",51.28261,-114.83739,2183,60,41,1,1/10/2022 9:40,9/7/2022 8:40,4,"ALGAE COVER, ALKALINITY PHENOLPHTHALEIN CACO3, ALKALINITY TOTAL CACO3, AMMONIA TOTAL, BICARBONATE (CALCD.), CALCIUM DISSOLVED/FILTERED, CARBON DISSOLVED ORGANIC (DOC), CARBON TOTAL ORGANIC (TOC), CARBONATE (CALCD.), CHLORIDE DISSOLVED, CHLOROPHYLL A, CLOUD COVER, COLIFORMS FECAL, COLOUR (VISUAL) AT SITE, COLOUR TRUE, ESCHERICHIA COLI, FLOW, ESTIMATE, FOAM (VISUAL) AT SITE, HARDNESS TOTAL CACO3 (CALCD.), HYDROGEN-2 (DEUTERIUM) IN WATER, HYDROXIDE (CALCD.), ICE COVER, IONIC BALANCE DIFFERENCE ABSOLUTE VALUE (CALCD.), IRON DISSOLVED, MACROPHYTE COVER, MAGNESIUM DISSOLVED/FILTERED, MANGANESE DISSOLVED, NITROGEN DISSOLVED KJELDAHL (DKN), NITROGEN NITRATE, NITROGEN NITRITE, NITROGEN NO3 & NO2, NITROGEN TOTAL (CALCD.), NITROGEN TOTAL KJELDAHL (TKN), ODOUR APPARENT IN SAMPLE, OXYGEN DISSOLVED (FIELD METER), OXYGEN-18 IN WATER, PH (FIELD), PH (LAB), PHOSPHATE DISSOLVED ORTHO, PHOSPHORUS TOTAL (P), PHOSPHORUS TOTAL DISSOLVED, POTASSIUM DISSOLVED/FILTERED, REDOX POTENTIAL, RESIDUE FILTERABLE, RESIDUE NONFILTERABLE, SAMPLING DISTANCE FROM LEFT BANK, SNOW COVER IN IMMEDIATE AREA, SNOW COVER ON ICE, SNOW DEPTH ON ICE, ESTIMATE, SODIUM DISSOLVED/FILTERED, SPECIFIC CONDUCTANCE (FIELD), SPECIFIC CONDUCTANCE (LAB), SULPHATE DISSOLVED, SUM OF ANIONS, SUM OF CATIONS, TEMPERATURE AIR, TEMPERATURE WATER, TOTAL DISSOLVED SOLIDS (CALCD.), TURBIDITY, TURBIDITY (VISUAL) AT SITE",Comprehensive (12+ vars),73.17073170731707
AB05BL1440,"SHEEP RIVER, APPROXIMATELY 1.0  KM D/S WSC GAUGE",50.69683,-114.23583,2175,61,41,1,1/11/2022 11:15,9/9/2021 10:15,4,"ALGAE COVER, ALKALINITY PHENOLPHTHALEIN CACO3, ALKALINITY TOTAL CACO3, AMMONIA TOTAL, BICARBONATE (CALCD.), CALCIUM DISSOLVED/FILTERED, CARBON DISSOLVED ORGANIC (DOC), CARBON TOTAL ORGANIC (TOC), CARBONATE (CALCD.), CHLORIDE DISSOLVED, CHLOROPHYLL A, CLOUD COVER, COLIFORMS FECAL, COLOUR (VISUAL) AT SITE, COLOUR TRUE, ESCHERICHIA COLI, FLOW, ESTIMATE, FOAM (VISUAL) AT SITE, HARDNESS TOTAL CACO3 (CALCD.), HYDROGEN-2 (DEUTERIUM) IN WATER, HYDROXIDE (CALCD.), ICE COVER, ICE THICKNESS, ESTIMATE, IONIC BALANCE DIFFERENCE ABSOLUTE VALUE (CALCD.), IRON DISSOLVED, MACROPHYTE COVER, MAGNESIUM DISSOLVED/FILTERED, MANGANESE DISSOLVED, NITROGEN DISSOLVED KJELDAHL (DKN), NITROGEN NITRATE, NITROGEN NITRITE, NITROGEN NO3 & NO2, NITROGEN TOTAL (CALCD.), NITROGEN TOTAL KJELDAHL (TKN), ODOUR APPARENT IN SAMPLE, OXYGEN DISSOLVED (FIELD METER), OXYGEN-18 IN WATER, PH (FIELD), PH (LAB), PHOSPHATE DISSOLVED ORTHO, PHOSPHORUS TOTAL (P), PHOSPHORUS TOTAL DISSOLVED, POTASSIUM DISSOLVED/FILTERED, REDOX POTENTIAL, RESIDUE FILTERABLE, RESIDUE NONFILTERABLE, SAMPLING DISTANCE FROM LEFT BANK, SNOW COVER IN IMMEDIATE AREA, SNOW COVER ON ICE, SODIUM DISSOLVED/FILTERED, SPECIFIC CONDUCTANCE (FIELD), SPECIFIC CONDUCTANCE (LAB), SULPHATE DISSOLVED, SUM OF ANIONS, SUM OF CATIONS, TEMPERATURE AIR, TEMPERATURE WATER, TOTAL DISSOLVED SOLIDS (CALCD.), TURBIDITY, TURBIDITY (VISUAL) AT SITE, WATER DEPTH, ESTIMATE",Comprehensive (12+ vars),74.39024390243902
AB05AH0020,"ROSS CREEK, NEAR MOUTH",50.02756,-110.63783,2166,62,40,1,1/12/2023 10:10,9/19/2023 12:40,4,"ALGAE COVER, ALKALINITY PHENOLPHTHALEIN CACO3, ALKALINITY TOTAL CACO3, AMMONIA TOTAL, BICARBONATE (CALCD.), CALCIUM DISSOLVED/FILTERED, CARBON DISSOLVED ORGANIC (DOC), CARBON TOTAL ORGANIC (TOC), CARBONATE (CALCD.), CHLORIDE DISSOLVED, CHLOROPHYLL A, CLOUD COVER, COLIFORMS FECAL, COLOUR (VISUAL) AT SITE, COLOUR TRUE, ESCHERICHIA COLI, FLOW, ESTIMATE, FOAM (VISUAL) AT SITE, HARDNESS TOTAL CACO3 (CALCD.), HYDROGEN-2 (DEUTERIUM) IN WATER, HYDROXIDE (CALCD.), ICE COVER, ICE THICKNESS, ESTIMATE, IONIC BALANCE DIFFERENCE ABSOLUTE VALUE (CALCD.), IRON DISSOLVED, MACROPHYTE COVER, MAGNESIUM DISSOLVED/FILTERED, MANGANESE DISSOLVED, NITROGEN DISSOLVED KJELDAHL (DKN), NITROGEN NITRATE, NITROGEN NITRITE, NITROGEN NO3 & NO2, NITROGEN TOTAL (CALCD.), NITROGEN TOTAL KJELDAHL (TKN), ODOUR APPARENT IN SAMPLE, OXYGEN DISSOLVED (FIELD METER), OXYGEN-18 IN WATER, PH (FIELD), PH (LAB), PHOSPHATE DISSOLVED ORTHO, PHOSPHORUS TOTAL (P), PHOSPHORUS TOTAL DISSOLVED, POTASSIUM DISSOLVED/FILTERED, REDOX POTENTIAL, RESIDUE FILTERABLE, RESIDUE NONFILTERABLE, SAMPLING DISTANCE FROM LEFT BANK, SNOW COVER IN IMMEDIATE AREA, SNOW COVER ON ICE, SNOW DEPTH ON ICE, ESTIMATE, SODIUM DISSOLVED/FILTERED, SPECIFIC CONDUCTANCE (FIELD), SPECIFIC CONDUCTANCE (LAB), SULPHATE DISSOLVED, SUM OF ANIONS, SUM OF CATIONS, TEMPERATURE AIR, TEMPERATURE WATER, TOTAL DISSOLVED SOLIDS (CALCD.), TURBIDITY, TURBIDITY (VISUAL) AT SITE, WATER DEPTH, ESTIMATE",Comprehensive (12+ vars),75.60975609756098
AB05DC0021,"BIGHORN RIVER, 5 KM U/S CONFLUENCE WITH NORTH SASKATCHEWAN RIVER",52.36861,-116.29889,2159,62,40,1,10/20/2022 12:40,9/27/2023 14:00,4,"ALKALINITY PHENOLPHTHALEIN CACO3, ALKALINITY TOTAL CACO3, AMMONIA TOTAL, BICARBONATE (CALCD.), CALCIUM DISSOLVED/FILTERED, CARBON DISSOLVED ORGANIC (DOC), CARBON TOTAL ORGANIC (TOC), CARBONATE (CALCD.), CHLORIDE DISSOLVED, CHLOROPHYLL A, CLOUD COVER, COLIFORMS FECAL, COLOUR (VISUAL) AT SITE, COLOUR TRUE, ESCHERICHIA COLI, FLOW, ESTIMATE, FLUORESCENT DISSOLVED ORGANIC MATTER-FDOM (FIELD), FLUORIDE DISSOLVED, FOAM (VISUAL) AT SITE, HARDNESS TOTAL CACO3 (CALCD.), HYDROGEN-2 (DEUTERIUM) IN WATER, HYDROXIDE (CALCD.), ICE COVER, ICE THICKNESS, ESTIMATE, IONIC BALANCE DIFFERENCE ABSOLUTE VALUE (CALCD.), IRON DISSOLVED, MAGNESIUM DISSOLVED/FILTERED, MANGANESE DISSOLVED, NITROGEN DISSOLVED KJELDAHL (DKN), NITROGEN NITRATE, NITROGEN NITRITE, NITROGEN NO3 & NO2, NITROGEN TOTAL (CALCD.), NITROGEN TOTAL KJELDAHL (TKN), ODOUR APPARENT IN SAMPLE, OXYGEN DISSOLVED (FIELD METER), OXYGEN-18 IN WATER, PH (FIELD), PH (LAB), PHOSPHATE DISSOLVED ORTHO, PHOSPHORUS TOTAL (P), PHOSPHORUS TOTAL DISSOLVED, POTASSIUM DISSOLVED/FILTERED, REDOX POTENTIAL, RESIDUE FILTERABLE, RESIDUE NONFILTERABLE, SAMPLING DISTANCE FROM LEFT BANK, SNOW COVER IN IMMEDIATE AREA, SNOW COVER ON ICE, SNOW DEPTH ON ICE, ESTIMATE, SODIUM DISSOLVED/FILTERED, SPECIFIC CONDUCTANCE (FIELD), SPECIFIC CONDUCTANCE (LAB), SULPHATE DISSOLVED, SUM OF ANIONS, SUM OF CATIONS, TEMPERATURE AIR, TEMPERATURE WATER, TOTAL DISSOLVED SOLIDS (CALCD.), TURBIDITY, TURBIDITY (VISUAL) AT SITE, WATER DEPTH, ESTIMATE",Comprehensive (12+ vars),75.60975609756098
AB05AH0050,"SEVEN PERSONS CREEK, NEAR THE MOUTH",50.02964,-110.64606,2154,62,40,1,1/12/2023 9:40,9/19/2023 12:00,4,"ALGAE COVER, ALKALINITY PHENOLPHTHALEIN CACO3, ALKALINITY TOTAL CACO3, AMMONIA TOTAL, BICARBONATE (CALCD.), CALCIUM DISSOLVED/FILTERED, CARBON DISSOLVED ORGANIC (DOC), CARBON TOTAL ORGANIC (TOC), CARBONATE (CALCD.), CHLORIDE DISSOLVED, CHLOROPHYLL A, CLOUD COVER, COLIFORMS FECAL, COLOUR (VISUAL) AT SITE, COLOUR TRUE, ESCHERICHIA COLI, FLOW, ESTIMATE, FOAM (VISUAL) AT SITE, HARDNESS TOTAL CACO3 (CALCD.), HYDROGEN-2 (DEUTERIUM) IN WATER, HYDROXIDE (CALCD.), ICE COVER, ICE THICKNESS, ESTIMATE, IONIC BALANCE DIFFERENCE ABSOLUTE VALUE (CALCD.), IRON DISSOLVED, MACROPHYTE COVER, MAGNESIUM DISSOLVED/FILTERED, MANGANESE DISSOLVED, NITROGEN DISSOLVED KJELDAHL (DKN), NITROGEN NITRATE, NITROGEN NITRITE, NITROGEN NO3 & NO2, NITROGEN TOTAL (CALCD.), NITROGEN TOTAL KJELDAHL (TKN), ODOUR APPARENT IN SAMPLE, OXYGEN DISSOLVED (FIELD METER), OXYGEN-18 IN WATER, PH (FIELD), PH (LAB), PHOSPHATE DISSOLVED ORTHO, PHOSPHORUS TOTAL (P), PHOSPHORUS TOTAL DISSOLVED, POTASSIUM DISSOLVED/FILTERED, REDOX POTENTIAL, RESIDUE FILTERABLE, RESIDUE NONFILTERABLE, SAMPLING DISTANCE FROM LEFT BANK, SNOW COVER IN IMMEDIATE AREA, SNOW COVER ON ICE, SNOW DEPTH ON ICE, ESTIMATE, SODIUM DISSOLVED/FILTERED, SPECIFIC CONDUCTANCE (FIELD), SPECIFIC CONDUCTANCE (LAB), SULPHATE DISSOLVED, SUM OF ANIONS, SUM OF CATIONS, TEMPERATURE AIR, TEMPERATURE WATER, TOTAL DISSOLVED SOLIDS (CALCD.), TURBIDITY, TURBIDITY (VISUAL) AT SITE, WATER DEPTH, ESTIMATE",Comprehensive (12+ vars),75.60975609756098
AB05BK0145,"PINE CREEK, NEAR THE MOUTH",50.84501,-113.96185,2147,62,40,1,1/11/2022 12:30,9/9/2021 11:50,4,"ALGAE COVER, ALKALINITY PHENOLPHTHALEIN CACO3, ALKALINITY TOTAL CACO3, AMMONIA TOTAL, BICARBONATE (CALCD.), CALCIUM DISSOLVED/FILTERED, CARBON DISSOLVED ORGANIC (DOC), CARBON TOTAL ORGANIC (TOC), CARBONATE (CALCD.), CHLORIDE DISSOLVED, CHLOROPHYLL A, CLOUD COVER, COLIFORMS FECAL, COLOUR (VISUAL) AT SITE, COLOUR TRUE, ESCHERICHIA COLI, FLOW, ESTIMATE, FOAM (VISUAL) AT SITE, HARDNESS TOTAL CACO3 (CALCD.), HYDROGEN-2 (DEUTERIUM) IN WATER, HYDROXIDE (CALCD.), ICE COVER, ICE THICKNESS, ESTIMATE, IONIC BALANCE DIFFERENCE ABSOLUTE VALUE (CALCD.), IRON DISSOLVED, MACROPHYTE COVER, MAGNESIUM DISSOLVED/FILTERED, MANGANESE DISSOLVED, NITROGEN DISSOLVED KJELDAHL (DKN), NITROGEN NITRATE, NITROGEN NITRITE, NITROGEN NO3 & NO2, NITROGEN TOTAL (CALCD.), NITROGEN TOTAL KJELDAHL (TKN), ODOUR APPARENT IN SAMPLE, OXYGEN DISSOLVED (FIELD METER), OXYGEN-18 IN WATER, PH (FIELD), PH (LAB), PHOSPHATE DISSOLVED ORTHO, PHOSPHORUS TOTAL (P), PHOSPHORUS TOTAL DISSOLVED, POTASSIUM DISSOLVED/FILTERED, REDOX POTENTIAL, RESIDUE FILTERABLE, RESIDUE NONFILTERABLE, SAMPLING DISTANCE FROM LEFT BANK, SNOW COVER IN IMMEDIATE AREA, SNOW COVER ON ICE, SNOW DEPTH ON ICE, ESTIMATE, SODIUM DISSOLVED/FILTERED, SPECIFIC CONDUCTANCE (FIELD), SPECIFIC CONDUCTANCE (LAB), SULPHATE DISSOLVED, SUM OF ANIONS, SUM OF CATIONS, TEMPERATURE AIR, TEMPERATURE WATER, TOTAL DISSOLVED SOLIDS (CALCD.), TURBIDITY, TURBIDITY (VISUAL) AT SITE, WATER DEPTH, ESTIMATE",Comprehensive (12+ vars),75.60975609756098
AB05DE0155,"MODESTE CREEK, AT AEP GAUGE 14 KM U/S CONFLUENCE WITH NORTH SASKATCHEWAN RIVER",53.24778,-114.70639,2106,59,39,1,10/11/2022 12:30,9/19/2023 11:55,4,"ALKALINITY PHENOLPHTHALEIN CACO3, ALKALINITY TOTAL CACO3, AMMONIA TOTAL, BICARBONATE (CALCD.), CALCIUM DISSOLVED/FILTERED, CARBON DISSOLVED ORGANIC (DOC), CARBON TOTAL ORGANIC (TOC), CARBONATE (CALCD.), CHLORIDE DISSOLVED, CHLOROPHYLL A, CLOUD COVER, COLIFORMS FECAL, COLOUR (VISUAL) AT SITE, COLOUR TRUE, ESCHERICHIA COLI, FLOW, ESTIMATE, FLUORESCENT DISSOLVED ORGANIC MATTER-FDOM (FIELD), FLUORIDE DISSOLVED, FOAM (VISUAL) AT SITE, HARDNESS TOTAL CACO3 (CALCD.), HYDROGEN-2 (DEUTERIUM) IN WATER, HYDROXIDE (CALCD.), ICE COVER, IONIC BALANCE DIFFERENCE ABSOLUTE VALUE (CALCD.), IRON DISSOLVED, MAGNESIUM DISSOLVED/FILTERED, MANGANESE DISSOLVED, NITROGEN DISSOLVED KJELDAHL (DKN), NITROGEN NITRATE, NITROGEN NITRITE, NITROGEN NO3 & NO2, NITROGEN TOTAL (CALCD.), NITROGEN TOTAL KJELDAHL (TKN), ODOUR APPARENT IN SAMPLE, OXYGEN DISSOLVED (FIELD METER), OXYGEN-18 IN WATER, PH (FIELD), PH (LAB), PHOSPHATE DISSOLVED ORTHO, PHOSPHORUS TOTAL (P), PHOSPHORUS TOTAL DISSOLVED, POTASSIUM DISSOLVED/FILTERED, REDOX POTENTIAL, RESIDUE FILTERABLE, RESIDUE NONFILTERABLE, SAMPLING DISTANCE FROM LEFT BANK, SNOW COVER IN IMMEDIATE AREA, SODIUM DISSOLVED/FILTERED, SPECIFIC CONDUCTANCE (FIELD), SPECIFIC CONDUCTANCE (LAB), SULPHATE DISSOLVED, SUM OF ANIONS, SUM OF CATIONS, TEMPERATURE AIR, TEMPERATURE WATER, TOTAL DISSOLVED SOLIDS (CALCD.), TURBIDITY, TURBIDITY (VISUAL) AT SITE, WATER DEPTH, ESTIMATE",Comprehensive (12+ vars),71.95121951219512
AB05DA0025,"SIFFLEUR RIVER, 1.5 KM U/S OF CONFLUENCE WITH NORTH SASKATCHEWAN RIVER",52.05167,-116.39306,2102,62,39,1,10/20/2022 10:15,9/27/2023 11:45,4,"ALKALINITY PHENOLPHTHALEIN CACO3, ALKALINITY TOTAL CACO3, AMMONIA TOTAL, BICARBONATE (CALCD.), CALCIUM DISSOLVED/FILTERED, CARBON DISSOLVED ORGANIC (DOC), CARBON TOTAL ORGANIC (TOC), CARBONATE (CALCD.), CHLORIDE DISSOLVED, CHLOROPHYLL A, CLOUD COVER, COLIFORMS FECAL, COLOUR (VISUAL) AT SITE, COLOUR TRUE, ESCHERICHIA COLI, FLOW, ESTIMATE, FLUORESCENT DISSOLVED ORGANIC MATTER-FDOM (FIELD), FLUORIDE DISSOLVED, FOAM (VISUAL) AT SITE, HARDNESS TOTAL CACO3 (CALCD.), HYDROGEN-2 (DEUTERIUM) IN WATER, HYDROXIDE (CALCD.), ICE COVER, ICE THICKNESS, ESTIMATE, IONIC BALANCE DIFFERENCE ABSOLUTE VALUE (CALCD.), IRON DISSOLVED, MAGNESIUM DISSOLVED/FILTERED, MANGANESE DISSOLVED, NITROGEN DISSOLVED KJELDAHL (DKN), NITROGEN NITRATE, NITROGEN NITRITE, NITROGEN NO3 & NO2, NITROGEN TOTAL (CALCD.), NITROGEN TOTAL KJELDAHL (TKN), ODOUR APPARENT IN SAMPLE, OXYGEN DISSOLVED (FIELD METER), OXYGEN-18 IN WATER, PH (FIELD), PH (LAB), PHOSPHATE DISSOLVED ORTHO, PHOSPHORUS TOTAL (P), PHOSPHORUS TOTAL DISSOLVED, POTASSIUM DISSOLVED/FILTERED, REDOX POTENTIAL, RESIDUE FILTERABLE, RESIDUE NONFILTERABLE, SAMPLING DISTANCE FROM LEFT BANK, SNOW COVER IN IMMEDIATE AREA, SNOW COVER ON ICE, SNOW DEPTH ON ICE, ESTIMATE, SODIUM DISSOLVED/FILTERED, SPECIFIC CONDUCTANCE (FIELD), SPECIFIC CONDUCTANCE (LAB), SULPHATE DISSOLVED, SUM OF ANIONS, SUM OF CATIONS, TEMPERATURE AIR, TEMPERATURE WATER, TOTAL DISSOLVED SOLIDS (CALCD.), TURBIDITY, TURBIDITY (VISUAL) AT SITE, WATER DEPTH, ESTIMATE",Comprehensive (12+ vars),75.60975609756098
